header-dhcprange,end_address*,_new_end_address,start_address*,_new_start_address,always_update_dns,boot_file,boot_server,broadcast_address,comment,ddns_domainname,deny_all_clients,deny_bootp,disabled,domain_name,domain_name_servers,enable_ddns,enable_pxe_lease_time,enable_threshold_email_warnings,enable_threshold_snmp_warnings,enable_thresholds,exclusion_ranges,failover_association,fingerprint_filter_rules,generate_hostname,ignore_client_requested_options,known_clients_option,lease_scavenge_time,lease_time,mac_filter_rules,member,ms_server,_new_ms_server,nac_filter_rules,name,network_view,next_server,option_filter_rules,option_logic_filters,pxe_lease_time,range_high_water_mark,range_high_water_mark_reset,range_low_water_mark,range_low_water_mark_reset,recycle_leases,relay_agent_filter_rules,routers,server_association_type,threshold_email_addresses,unknown_clients_option,update_dns_on_lease_renewal,EA-Site,EA-Site Code,EA-ex,OPTION-11,OPTION-150,OPTION-176,OPTION-242,OPTION-49,OPTION-66,OPTION-67
header-reservedrange,end_address*,_new_end_address,start_address*,_new_start_address,basic_polling_settings,comment,disabled,discovery_member,enable_discovery,exclusion_ranges,name,network_view
dhcprange,172.25.228.229,,172.25.228.41,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.227.254,,172.28.224.31,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.28.231.252,,172.28.228.31,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.24.128.26,172.24.128.20",,,,,
dhcprange,172.25.204.229,,172.25.204.41,,False,,,,,,False,,False,,,,,False,False,,,HSR-FOA,,,,,,,,ind-6xhsr-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.27.16.254,,172.27.16.30,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,mgw-07cf-inb.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,"172.20.50.22,172.27.20.13",,,,,
dhcprange,172.25.205.229,,172.25.205.41,,False,,,,,,False,,False,,,,,False,False,,,HSR-FOA,,,,,,,,ind-6xhsr-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.206.229,,172.25.206.41,,False,,,,,,False,,False,,,,,False,False,,,HSR-FOA,,,,,,,,ind-6xhsr-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.205.254,,172.28.204.31,,False,,,,,,False,,False,,,,,False,False,,,HSR-FOA,,,,,,,,ind-6xhsr-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.207.254,,172.28.206.31,,False,,,,,,False,,False,,,,,False,False,,,HSR-FOA,,,,,,,,ind-6xhsr-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.5.219,,172.25.5.31,,False,,,,,,False,,False,,,,,False,False,,,SRT-FOA,,,,,,,,ind-srt-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.188.219,,172.25.188.51,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,ind-6ecorp-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.28.209.254,,172.28.208.31,,False,,,,,,False,,False,,"172.25.208.30,172.25.1.119",,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.210.254,,172.28.210.31,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.211.254,,172.28.211.31,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.212.254,,172.28.212.31,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.224.229,,172.24.224.21,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.225.229,,172.24.225.21,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"10.248.6.40,172.25.1.54",,,,,
dhcprange,172.24.226.229,,172.24.226.21,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.24.128.26,172.24.128.20",,,,,
dhcprange,172.24.227.229,,172.24.227.21,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.24.128.26,172.24.128.20",,,,,
dhcprange,172.24.228.229,,172.24.228.21,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.24.128.26,172.24.128.20",,,,,
dhcprange,172.24.229.229,,172.24.229.21,,False,,,,,,False,,False,,,,,False,False,,,BMS-FOA,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.230.229,,172.24.230.21,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,ind-6wbms-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,"172.24.128.26,172.24.128.20",,,,,
dhcprange,172.24.204.254,,172.24.204.40,,False,,,,,,False,,False,,,,,False,False,,,HSR-FOA,,,,,,,,ind-6xhsr-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.24.128.26,172.24.128.20",,,,,
dhcprange,172.24.209.229,,172.24.209.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.24.128.26, 172.24.128.20",,,,,
dhcprange,172.24.210.229,,172.24.210.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.211.229,,172.24.211.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.212.229,,172.24.212.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.24.128.26, 172.24.128.20",,,,,
dhcprange,172.24.213.229,,172.24.213.21,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.24.214.229,,172.24.214.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.215.229,,172.24.215.21,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,"172.24.128.26, 172.24.128.20",,,,,
dhcprange,172.24.217.229,,172.24.217.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.219.229,,172.24.219.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.221.229,,172.24.221.21,,False,,,,,,False,,False,,,,,False,False,,,AHQ-FOA,,,,,,,,ind-bng-ahq-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,202.1.3.200,,202.1.3.32,,False,,,,,,False,,False,,,,,False,False,,"202.1.3.96-202.1.3.96,202.1.3.101-202.1.3.101,202.1.3.103-202.1.3.103,202.1.3.170-202.1.3.170,202.1.3.194-202.1.3.194",,,,,Allow,,,,aus-22syd-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,10.1.41.254,,10.1.41.30,,False,,,,,,False,,False,,,,,False,False,,,AUS-SYD-FOA,,,,Allow,,,,aus-22syd-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,10.1.46.254,,10.1.46.31,,False,,,,,,False,,False,,,,,False,False,,,AUS-SYD-FOA,,,,Allow,,,,aus-22syd-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,10.2.41.254,,10.2.41.31,,False,,,,,,False,,False,,,,,False,False,,,AUS-SYD-FOA,,,,,,,,aus-22syd-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,10.2.46.254,,10.2.46.141,,False,,,,,,False,,False,,,,,False,False,,,AUS-SYD-FOA,,,,,,,,aus-22syd-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,10.2.46.126,,10.2.46.21,,False,,,,,,False,,False,,,,,False,False,,,AUS-SYD-FOA,,,,,,,,aus-22syd-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.132.219,,172.25.132.51,,False,,,,,,False,,False,,,,,False,False,,,VSP-U10-FOA,,,,,,,,ind-u10-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.16.98.30,,172.16.98.11,,False,,,,,,False,,False,,,,,False,False,,,SPE-FOA,,,,,,,,spe-0rhq-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.18.23.126,,172.18.23.30,,False,,,,,,False,,False,,,,,False,False,,,UK-SAND-FOA,,,,,,,,uk-sand-infblx.myl.com,,,,SANDWICH-WH,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.19.23.125,,172.19.23.30,,False,,,,,,False,,False,,,,,False,False,,,UK-SAND-FOA,,,,,,,,uk-sand-infblx.myl.com,,,,SANDWICH WAREHOUSE VOIP,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.104.254,,172.25.104.31,,False,,,,,,False,,False,,,,,False,False,,,JPN-TOK-FOA,,,,,,,,jpn-3nthq-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.26.16.254,,172.26.16.31,,False,,,,,,False,,False,,,,,False,False,,,MGW-FOA,,,,,,,,mgw-07cf-inb.myl.com,,,,MGW-CF-365,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.105.254,,172.25.105.2,,False,,,,,,False,,False,,,,,False,False,,"172.25.105.2-172.25.105.50,172.25.105.221-172.25.105.254",JPN-TOK-FOA,,,,,,,,jpn-3nthq-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.25.32.254,,10.25.32.31,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,jpn-3nthq-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.25.40.209,,172.25.40.31,,False,,,,,,False,,False,,,,,False,False,,172.25.40.119-172.25.40.120,AUR-FOA,,,,Allow,,,,ind-6jaur-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.41.209,,172.25.41.31,,False,,,,,,False,,False,,,,,False,False,,,AUR-FOA,,,,Allow,,,,ind-6jaur-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.42.219,,172.25.42.20,,False,,,,,,False,,False,,,,,False,False,,,AUR-FOA,,,,Allow,,,,ind-6jaur-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.28.194,,172.25.28.21,,False,,,,,,False,,False,,,,,False,False,,"172.25.28.31-172.25.28.40,172.25.28.119-172.25.28.120",BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.29.224,,172.25.29.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.30.224,,172.25.30.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.31.224,,172.25.31.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.136.219,,172.25.136.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.137.219,,172.25.137.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.138.219,,172.25.138.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.139.219,,172.25.139.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.180.219,,172.25.180.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.181.219,,172.25.181.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.182.219,,172.25.182.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.183.219,,172.25.183.20,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.28.144.254,,172.28.144.30,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.28.145.254,,172.28.145.30,,False,,,,,,False,,False,,,,,False,False,,,BLM-FOA,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.28.146.126,,172.28.146.30,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.28.146.254,,172.28.146.160,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ind-6hblm-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.25.20.220,,172.25.20.21,,False,,,,,,False,,False,,,,,False,False,,"172.25.20.69-172.25.20.69,172.25.20.119-172.25.20.120,172.25.20.129-172.25.20.129",NSK-FOA,,,,Allow,,,,ind-6bnsk-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.21.220,,172.25.21.20,,False,,,,,,False,,False,,,,,False,False,,172.25.21.21-172.25.21.21,NSK-FOA,,,,Allow,,,,ind-6bnsk-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.22.220,,172.25.22.20,,False,,,,,,False,,False,,,,,False,False,,"172.25.22.20-172.25.22.21/'Biomatric',172.25.22.26-172.25.22.26/'Biomatric',172.25.22.29-172.25.22.29/'Biomatric',172.25.22.35-172.25.22.35/'Biomatric',172.25.22.46-172.25.22.46/'Biomatric',172.25.22.52-172.25.22.52/'Biomatric',172.25.22.55-172.25.22.55/'Biomatric',172.25.22.58-172.25.22.58/'Biomatric',172.25.22.61-172.25.22.61/'Biomatric',172.25.22.64-172.25.22.64/'Biomatric',172.25.22.76-172.25.22.76/'Biomatric',172.25.22.89-172.25.22.89/'Biomatric',172.25.22.91-172.25.22.92/'Biomatric',172.25.22.94-172.25.22.94/'Biomatric',172.25.22.97-172.25.22.97/'Biomatric',172.25.22.99-172.25.22.99/'Biomatric',172.25.22.105-172.25.22.105/'Biomatric',172.25.22.107-172.25.22.107/'Biomatric'",NSK-FOA,,,,Allow,,,,ind-6bnsk-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.140.209,,172.25.140.31,,False,,,,,,False,,False,,,,,False,False,,,NSK-FOA,,,,Allow,,,,ind-6bnsk-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.141.209,,172.25.141.31,,False,,,,,,False,,False,,,,,False,False,,,NSK-FOA,,,,Allow,,,,ind-6bnsk-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.142.209,,172.25.142.31,,False,,,,,,False,,False,,,,,False,False,,,NSK-FOA,,,,Allow,,,,ind-6bnsk-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.143.209,,172.25.143.31,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ind-6bnsk-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.25.32.224,,172.25.32.31,,False,,,,,,False,,False,,,,,False,False,,172.25.32.119-172.25.32.120/'6DDC01 & w6dalt01',PSM-FOA,,,,Allow,,,,ind-psm-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.16.219,,172.25.16.40,,False,,,,,,False,,False,,,,,False,False,,172.25.16.119-172.25.16.120,VZG-FOA,,,,Allow,,,,ind-vzg-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.17.219,,172.25.17.31,,False,,,,,,False,,False,,,,,False,False,,,VZG-FOA,,,,Allow,,,,ind-vzg-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.18.219,,172.25.18.30,,False,,,,,,False,,False,,,,,False,False,,,VZG-FOA,,,,Allow,,,,ind-vzg-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.20.87.254,,172.20.87.245,,False,,,,,,False,,False,,,,,False,False,,,GDC-FOA,,,,,,,,,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.18.160.254,,172.18.160.240,,False,,,,,,False,,False,,,,,False,False,,,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.161.254,,172.18.161.30,,False,,,,,,False,,False,,,,,False,False,,"172.18.161.207-172.18.161.207,172.18.161.244-172.18.161.253",IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.162.254,,172.18.162.30,,False,,,,,,False,,False,,,,,False,False,,172.18.162.127-172.18.162.140,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.163.254,,172.18.163.50,,False,,,,,,False,,False,,,,,False,False,,"172.18.163.100-172.18.163.110,172.18.163.111-172.18.163.120,172.18.163.121-172.18.163.130,172.18.163.187-172.18.163.187/'Network Printer : MAC:00:21:b7:99:64:86 ; Host:ET0021B7996486',172.18.163.244-172.18.163.251",IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.164.254,,172.18.164.30,,False,,,,,,False,,False,,"10.250.31.41,10.250.31.23",,,False,False,,"172.18.164.225-172.18.164.233,172.18.164.234-172.18.164.243,172.18.164.244-172.18.164.253",IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.165.254,,172.18.165.30,,False,,,,,,False,,False,,,,,False,False,,172.18.165.244-172.18.165.253,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.166.254,,172.18.166.30,,False,,,,,,False,,False,,,,,False,False,,172.18.166.244-172.18.166.253,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.167.254,,172.18.167.30,,False,,,,,,False,,False,,,,,False,False,,172.18.167.244-172.18.167.253,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.168.254,,172.18.168.30,,False,,,,,,False,,False,,,,,False,False,,,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.170.254,,172.18.170.30,,False,,,,,,False,,False,,,,,False,False,,,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.171.254,,172.18.171.30,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.18.172.250,,172.18.172.21,,False,,,,,,False,,False,,,,,False,False,,,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.18.174.254,,172.18.174.10,,False,,,,,,False,,False,,,,,False,False,,,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.29.36.254,,172.29.36.15,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.29.37.254,,172.29.37.15,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.29.38.254,,172.29.38.15,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.29.39.254,,172.29.39.15,,False,,,,,,False,,False,,,,,False,False,,,,,,,Allow,,,,ire-cas-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,Allow,,,,,,,,,,,
dhcprange,172.19.174.254,,172.19.174.140,,False,,,,,,False,,False,,,,,False,False,,,IRE-DUB-FOA,,,,Allow,,,,ire-3ddub-u25-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.25.192.219,,172.25.192.51,,False,,,,JDC-DATA-QC-ADM,,False,,False,,,,,False,False,,,FDF4-FOA,,,,,,,,ind-jdc-fdf4-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.193.219,,172.25.193.31,,False,,,,JDC-DATA-QA,,False,,False,,,,,False,False,,,FDF4-FOA,,,,,,,,ind-jdc-fdf4-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.22.129.254,,172.22.129.35,,False,,,,,,False,,False,,,,,False,False,,,FRA-STP-FOA,,,,Allow,,,,fra-2qstp-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
dhcprange,172.22.130.254,,172.22.130.35,,False,,,,,,False,,False,,,,,False,False,,,FRA-STP-FOA,,,,Allow,,,,fra-2qstp-ib.myl.com,,,,,default,,,,,95,85,0,10,,,,FAILOVER,,Allow,,,,,,,,,,,
